"carrier","language","Day of week","date","Time","q1","Extension","q2","Help needed","completed"
"MTN","English","Thursday","2016-12-01","08:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",8,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"MTN","English","Thursday","2016-12-01","08:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",4,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Thursday","2016-12-01","08:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",13,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"CellC","English","Thursday","2016-12-01","07:45","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"MTN","English","Friday","2016-12-02","07:18","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Friday","2016-12-02","05:34","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"MTN","English","Friday","2016-12-02","01:42","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","01:05","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"Vodacom","English","Friday","2016-12-02","12:27","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","12:23","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","12:15","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Friday","2016-12-02","11:12","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","09:44","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",7,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","09:42","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"MTN","English","Friday","2016-12-02","07:45","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","07:08","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",9,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Friday","2016-12-02","07:07","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"MTN","English","Friday","2016-12-02","05:49","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"MTN","English","Friday","2016-12-02","07:18","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Friday","2016-12-02","05:34","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"MTN","English","Friday","2016-12-02","01:42","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","01:05","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"Vodacom","English","Friday","2016-12-02","12:27","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","12:23","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","12:15","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Friday","2016-12-02","11:12","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","09:44","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",7,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","09:42","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"MTN","English","Friday","2016-12-02","07:45","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-02","07:08","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",9,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Friday","2016-12-02","07:07","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"MTN","English","Friday","2016-12-02","05:49","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"Vodacom","English","Saturday","2016-12-03","04:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"MTN","English","Saturday","2016-12-03","04:36","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","04:29","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",12,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","04:25","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","10:53","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","04:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"MTN","English","Saturday","2016-12-03","04:36","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","04:29","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",12,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","04:25","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-03","10:53","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Sunday","2016-12-04","10:58","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Sunday","2016-12-04","06:18","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Sunday","2016-12-04","10:58","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Sunday","2016-12-04","06:18","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","04:36","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Monday","2016-12-05","02:46","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","02:35","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",11,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","02:33","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",11,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"CellC","English","Monday","2016-12-05","11:04","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",12,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"MTN","English","Monday","2016-12-05","10:12","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","08:00","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"Vodacom","English","Monday","2016-12-05","04:36","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"MTN","English","Monday","2016-12-05","02:46","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","02:35","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",11,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want help someone who has been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","02:33","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",11,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"CellC","English","Monday","2016-12-05","11:04","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",12,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I want to help someone who has been raped",1
"MTN","English","Monday","2016-12-05","10:12","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been beaten/abused",1
"Vodacom","English","Monday","2016-12-05","08:00","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:1. I have been raped2. I have been beaten/abused3. I want to help someone who has been raped4. I want help someone who has been beaten/abused","I have been raped",1
"Vodacom","English","Tuesday","2016-12-06","13:30","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",4,"Choose one:","I want help someone who has been beaten/abused",1
"MTN","English","Tuesday","2016-12-06","12:11","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I want help someone who has been beaten/abused",1
"CellC","English","Wednesday","2016-12-07","15:15","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I want to help someone who has been beaten/abused",1
"CellC","IsisZulu","Wednesday","2016-12-07","10:06","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 – 13)",12,"Kheta eyodwa. Ngicela usizo ngoba:","Ngidlengulwe",1
"MTN","English","Wednesday","2016-12-07","03:08","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",10,"Choose one:","I want help someone who has been beaten/abused",1
"MTN","English","Thursday","2016-12-08","22:37","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been raped",1
"CellC","IsisZulu","Thursday","2016-12-08","17:24","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owashawa noma owahlukunyezwa",1
"MTN","English","Thursday","2016-12-08","13:09","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I want to help someone who has been raped",1
"Vodacom","English","Thursday","2016-12-08","12:05","Invalid extension, please enter the extension you are in from 1 to 13",1,"Choose one:","I want to help someone who has been raped",1
"Vodacom","English","Thursday","2016-12-08","09:58","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I want to help someone who has been beaten/abused",1
"Telkom","English","Thursday","2016-12-08","09:10","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:","I have been beaten/abused",1
"CellC","English","Thursday","2016-12-08","09:10","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been raped",1
"CellC","IsisZulu","Friday","2016-12-09","22:06","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owashawa noma owahlukunyezwa",1
"MTN","IsisZulu","Friday","2016-12-09","22:05","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",1,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"MTN","IsisZulu","Friday","2016-12-09","22:02","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",2,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"MTN","IsisZulu","Friday","2016-12-09","21:57","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",1,"Kheta eyodwa. Ngicela usizo ngoba:","Ngidlengulwe",1
"MTN","IsisZulu","Friday","2016-12-09","21:53","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",1,"Kheta eyodwa. Ngicela usizo ngoba:","Ngidlengulwe",1
"Vodacom","English","Friday","2016-12-09","16:31","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Friday","2016-12-09","14:17","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been raped",1
"MTN","English","Saturday","2016-12-10","18:51","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Saturday","2016-12-10","18:41","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-10","18:15","Invalid extension, please enter the extension you are in from 1 to 13",13,"Choose one:","I have been raped",1
"MTN","English","Saturday","2016-12-10","18:08","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been raped",1
"MTN","English","Saturday","2016-12-10","18:07","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Saturday","2016-12-10","11:55","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I have been raped",1
"MTN","English","Sunday","2016-12-11","23:14","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",4,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Sunday","2016-12-11","21:34","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I have been raped",1
"Vodacom","English","Sunday","2016-12-11","21:32","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Sunday","2016-12-11","16:05","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:","I have been raped",1
"MTN","IsisZulu","Sunday","2016-12-11","15:20","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngidlengulwe",1
"Vodacom","IsisZulu","Sunday","2016-12-11","15:11","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",1,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"MTN","English","Sunday","2016-12-11","13:34","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",12,"Choose one:","I want to help someone who has been raped",1
"MTN","English","Sunday","2016-12-11","13:30","Invalid extension, please enter the extension you are in from 1 to 13",2,"Choose one:","I have been beaten/abused",1
"CellC","English","Sunday","2016-12-11","13:28","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",8,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","Sepedi","Sunday","2016-12-11","13:19","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",13,"Kgetha e tee. Ke nyaka thuso gobane:","Nkile ka bethwa kaba ka tlhekefatswa.",1
"Vodacom","English","Sunday","2016-12-11","13:10","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I want to help someone who has been raped",1
"Vodacom","Sepedi","Sunday","2016-12-11","13:04","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",1,"Kgetha e tee. Ke nyaka thuso gobane:","Ke nyaka go thusa motho yo aileng a katwa",1
"MTN","IsisZulu","Monday","2016-12-12","20:18","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",13,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owashawa noma owahlukunyezwa",1
"MTN","English","Monday","2016-12-12","11:49","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been raped",1
"MTN","English","Monday","2016-12-12","11:47","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been beaten/abused",1
"MTN","English","Monday","2016-12-12","11:46","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",13,"Choose one:","I have been beaten/abused",1
"MTN","English","Monday","2016-12-12","11:43","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",13,"Choose one:","I have been raped",1
"MTN","English","Monday","2016-12-12","11:37","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",13,"Choose one:","I have been beaten/abused",1
"MTN","English","Monday","2016-12-12","11:36","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been beaten/abused",1
"MTN","IsisZulu","Monday","2016-12-12","11:03","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",1,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"Vodacom","Sepedi","Monday","2016-12-12","08:49","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",7,"Kgetha e tee. Ke nyaka thuso gobane:","Ke nyaka go thusa motho yo aileng a bethwa aba a tlhekefetswa.",1
"CellC","IsisZulu","Wednesday","2016-12-14","23:24","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"CellC","English","Wednesday","2016-12-14","19:02","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",12,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Wednesday","2016-12-14","18:56","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been beaten/abused",1
"MTN","IsisZulu","Wednesday","2016-12-14","18:26","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owashawa noma owahlukunyezwa",1
"Vodacom","English","Wednesday","2016-12-14","18:00","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I want to help someone who has been beaten/abused",1
"CellC","English","Wednesday","2016-12-14","17:51","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",7,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Wednesday","2016-12-14","16:18","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","IsisZulu","Wednesday","2016-12-14","16:08","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owadlengulwa",1
"Vodacom","English","Wednesday","2016-12-14","12:24","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been beaten/abused",1
"CellC","IsisZulu","Thursday","2016-12-15","23:24","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",13,"Kheta eyodwa. Ngicela usizo ngoba:","Ngidlengulwe",1
