"carrier","language","Day of week","date","Time","q1","Extension","q2","Help needed","completed"
"Vodacom","English","Thursday","2016-12-15","17:44","Invalid extension, please enter the extension you are in from 1 to 13",2,"Choose one:","I have been raped",1
"Vodacom","English","Thursday","2016-12-15","17:32","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I want to help someone who has been raped",1
"Vodacom","Sepedi","Thursday","2016-12-15","16:26","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",3,"Kgetha e tee. Ke nyaka thuso gobane:","Nkile ka katwa.",1
"Vodacom","Sepedi","Thursday","2016-12-15","16:18","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",13,"Kgetha e tee. Ke nyaka thuso gobane:","Ke nyaka go thusa motho yo aileng a katwa",1
"MTN","Sepedi","Thursday","2016-12-15","15:39","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",5,"Kgetha e tee. Ke nyaka thuso gobane:","Nkile ka katwa.",1
"CellC","IsisZulu","Thursday","2016-12-15","14:34","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",13,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"Vodacom","English","Thursday","2016-12-15","13:40","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Thursday","2016-12-15","13:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been raped",1
"Vodacom","IsisZulu","Thursday","2016-12-15","13:21","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",8,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"Vodacom","English","Thursday","2016-12-15","13:16","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",4,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Thursday","2016-12-15","12:16","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","Sepedi","Thursday","2016-12-15","12:12","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",1,"Kgetha e tee. Ke nyaka thuso gobane:","Nkile ka bethwa kaba ka tlhekefatswa.",1
"CellC","English","Thursday","2016-12-15","12:06","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",11,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Thursday","2016-12-15","11:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",3,"Choose one:","I have been beaten/abused",1
"Vodacom","Sepedi","Thursday","2016-12-15","11:27","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",11,"Kgetha e tee. Ke nyaka thuso gobane:","Ke nyaka go thusa motho yo aileng a bethwa aba a tlhekefetswa.",1
"MTN","English","Thursday","2016-12-15","10:39","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","Sepedi","Thursday","2016-12-15","09:43","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",1,"Kgetha e tee. Ke nyaka thuso gobane:","Nkile ka katwa.",1
"Vodacom","English","Thursday","2016-12-15","09:23","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",7,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Friday","2016-12-16","22:17","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Friday","2016-12-16","20:12","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",8,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","English","Friday","2016-12-16","09:53","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been raped",1
"Vodacom","English","Friday","2016-12-16","08:18","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",1,"Choose one:","I have been raped",1
"MTN","English","Saturday","2016-12-17","18:13","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I have been beaten/abused",1
"MTN","English","Saturday","2016-12-17","17:42","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",2,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","IsisZulu","Saturday","2016-12-17","10:56","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",1,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owashawa noma owahlukunyezwa",1
"Vodacom","IsisZulu","Saturday","2016-12-17","01:38","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"MTN","English","Saturday","2016-12-17","00:47","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",6,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","IsisZulu","Saturday","2016-12-17","00:45","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",6,"Kheta eyodwa. Ngicela usizo ngoba:","Ngishayiwe noma ngihlukumeziwe",1
"Vodacom","English","Saturday","2016-12-17","00:17","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",7,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Sunday","2016-12-18","21:52","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",9,"Choose one:","I want to help someone who has been beaten/abused",1
"MTN","English","Sunday","2016-12-18","20:07","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",5,"Choose one:","I have been beaten/abused",1
"Vodacom","English","Sunday","2016-12-18","18:54","Welcome to Vimba Helpline - Diepsloot. Please type the Diepsloot extension (1 to 13) you are in:",7,"Choose one:","I want to help someone who has been beaten/abused",1
"Vodacom","IsisZulu","Sunday","2016-12-18","15:33","Siyanamukhela kwaVimba Helpline Diepsloot:Ukuphi nendawo (khetha 1 - 13)",4,"Kheta eyodwa. Ngicela usizo ngoba:","Ngifuna ukusiza owadlengulwa",1
"Vodacom","Sepedi","Sunday","2016-12-18","14:58","Le amogetswe go Vimba Helpline Diepsloot:Re kgopela o re botse mo o lego, kgetha (1 - 13)",7,"Kgetha e tee. Ke nyaka thuso gobane:","Nkile ka katwa.",1
